Title,Running Time,Genre,Director,Barcode,Format,Condition,Estimated Value (AUD),Confidence,Source,Notes,Last Checked
Luftslottet Som Sprängdes-The Girl who kicked the hornet's nest,148 mins,Action; Crime; Thriller,Daniel Alfredson,5060116726206,Blu-ray,,36.92,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
M,110 mins,Crime; Film Noir; Foreign; Thriller,Fritz Lang,5060000700657,Blu-ray,,69.6,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Mad Max Trilogy,281 mins,Action; Science Fiction,,5051892138536,Blu-ray,,56.21,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Magic In The Moonlight,97 mins,Comedy; Drama; Romance,Woody Allen,5051892182720,Blu-ray,,24.59,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Mammuth,88 mins,Action; Adventure; Comedy,Benoît Delépine; Gustave de Kervern,5060126870852,DVD,,,None,eBay,No matching listings,
Man On Fire,146 mins,Action; Crime; Drama; Thriller,Tony Scott,9321337112275,Blu-ray,,16.81,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Man Who Haunted Himself,94 mins,Fantasy; Horror; Thriller,Basil Dearden,5014138300326,DVD,,35.64,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Man With The Movie Camera,68 mins,Documentary; Drama; Music,Dziga Vertov,5035673005026,DVD,,34.06,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Manchester By The Sea,137 mins,Drama; Family,Kenneth Lonergan,5055201837127,Blu-ray,,46.49,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Manufactured Landscapes,80 mins,Documentary,Jennifer Baichwal,5035673007822,DVD,,31.55,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Maria Full Of Grace,101 mins,Crime; Thriller,Joshua Marston,5410504969348,DVD,,31.67,Low,eBay,2 listings,
Maria Full Of Grace,101 mins,,,7321900883702,DVD,,21.3,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Marnie,131 mins,Mystery; Romance; Thriller,Alfred Hitchcock,44007848722,DVD,Unopened,20.27,Medium,eBay,No Brand New listings found. Estimated using used listings. (3 listings),
Marx Brothers: Collection,72 mins,Comedy,Victor Heerman,5050582860184,DVD,,53.72,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Master And Commander: The Far Side Of The World,138 mins,Adventure; War,Peter Weir,9321337038841,DVD,,6.25,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Messa Da Requiem,89 mins,Music,,724349269392,DVD,,48.62,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Metropolis,153 mins,Action; Drama; Late Night; Romance; Silent; Thriller,Fritz Lang,5060000700015,,,81.57,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Michael Clayton,119 mins,Adventure; Suspense; Thriller,Tony Gilroy,5060002835838,DVD,,43.77,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Minari,115 mins,Drama,Lee Isaac Chung,9322225241107,Blu-ray,,24.0,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Miss Peregrine's Home For Peculiar Children,127 mins,Adventure; Drama; Family; Fantasy; Science Fiction,Tim Burton,5039036079150,DVD,,27.62,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Momentum,96 mins,Action; Thriller,Stephen S. Campanelli,5060262853931,Blu-ray,Unopened,34.84,Low,eBay,2 listings,
Money Monster,99 mins,,,5050630426218,Blu-ray,,27.01,High,eBay,5 listings,
Mozart: Cosi Fan Tutte: John Eliot Gardiner,193 mins,Opera,Peter Mumford,44007302699,DVD,,25.11,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Mozart: Die Zauberflote (The Magic Flute) -- Ludwigsburg/Gonnenwein [2001],,,,4006680101880,DVD,,18.54,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Mozart: Don Giovanni: Wilhelm Furtwangler,,Opera,Paul Czinner; Alfred Travers,44007301999,DVD,,35.03,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Mr 73,125 mins,Crime; Drama,Olivier Marchal,5055201810465,DVD,,33.75,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Mr Morgan's Last Love,110 mins,,,5027035011622,DVD,,23.78,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Mr. Holmes,103 mins,Crime; Drama; Mystery,Bill Condon,5030305519162,Blu-ray,Unopened,22.88,Medium,eBay,No Brand New listings found. Estimated using used listings. (3 listings),
Mud,130 mins,,,5030305516956,Blu-ray,,26.42,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Mulan,114 mins,Action; Adventure; Drama; Romance,Jingle Ma; Wei Dong,5060085366205,Blu-ray,Unopened,24.56,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Mummy Tomb Of The Dragon Emperor,107 mins,Adventure,,5050582591415,DVD,Unopened,26.57,Low,eBay,No Brand New listings found. Estimated using used listings. (1 listing),
My Best Friend,91 mins,,,5055201801081,DVD,,23.5,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
My House In Umbria,98 mins,,,5060049145181,DVD,,35.02,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
My Old Lady,107 mins,Comedy; Drama,Israel Horovitz,9321337157221,DVD,,12.56,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Mysteries Of Lisbon,266 mins,Foreign,Raoul Ruiz,5055159200301,DVD,Unopened,28.19,Low,eBay,No Brand New listings found. Estimated using used listings. (1 listing),
Nausicaa Of The Valley Of The Wind,116 mins,Animation; Anime; Drama; Fantasy; Science Fiction,Hayao Miyazaki,5055201810724,Blu-ray,,44.13,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Night And Fog,122 mins,Drama,Ann Hui,5055201816450,DVD,,84.56,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Night And Fog,31 mins,,,37429180822,DVD,Unopened,42.21,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Night Train To Lisbon,106 mins,,,5060105722394,DVD,,,None,eBay,No matching listings,
Night Train To Munich,90 mins,Thriller; War,Carol Reed,715515059015,DVD,,51.83,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Nikita,,,Luc Besson,5055201808349,DVD,,17.42,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
No Country For Old Men,122 mins,Crime; Thriller; Western,Joel Coen; Ethan Coen,5014437942838,DVD,Unopened,15.06,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Noruwei No Mori - Norwegian Wood,128 mins,Drama; Foreign; Romance,Tran Anh Hung,5060238030458,Blu-ray,,51.97,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Nuit Et Brouillard,32 mins,Documentary; Drama; History; Horror,Alain Resnais,37429180822,DVD,,36.2,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Of Gods And Men,122 mins,Drama,Xavier Beauvois,5021866517308,DVD,Unopened,22.83,Low,eBay,2 listings,
Once More,105 mins,,,5060262851586,DVD,,12.28,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Once Upon A Time In China Trilogy,,Action; Adventure; Martial Arts,Tsui Hark,5032438508365,DVD,Unopened,33.63,Medium,eBay,4 listings,
Once Upon A Time in the West,165 mins,,,5051368216232,Blu-ray,Unopened,29.3,Medium,eBay,No Brand New listings found. Estimated using used listings. (3 listings),
Ong-Bak,105 mins,Action; Adventure; Martial Arts,Prachya Pinkaew,8716777058817,DVD,Unopened,,None,eBay,No matching listings,
Ong-Bak and Warrior King Tony Jaa Boxset Collectors Editions,213 mins,,,5030305511333,DVD,,30.7,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Ostrov - The Island,112 mins,Action; Drama; Foreign; Science Fiction; Thriller,Pavel Lounguine,5021866488301,DVD,,50.71,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Our Little Sister,126 mins,,,5021866187402,Blu-ray,,43.27,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Outcast Of The Islands,96 mins,,,5055201819918,DVD,Unopened,24.21,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Outlander Season 4,,,,43396554801,DVD,,38.11,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Outlander Seasons 1 and 2,1627 mins,,,5035822318939,DVD,Unopened,34.99,Low,eBay,No Brand New listings found. Estimated using used listings. (1 listing),
"Outlander Seasons 1, 2 and 3",,,,9317731140358,Blu-ray,Unopened,38.95,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
P.D. James - Death In Holy Orders / The Murder Room,,,Jonny Campbell,5014503188122,DVD,,25.25,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
P.D. James - Death In Holy Orders / The Murder Room,,,Jonny Campbell,5014503188122,DVD,,25.25,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Paranoid Park,90 mins,Drama,Gus Van Sant,5023965382320,DVD,Unopened,24.16,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Parker,118 mins,Action; Crime; Thriller,Taylor Hackford,5030305516154,Blu-ray,Unopened,21.48,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Passengers,116 mins,Adventure; Drama; Romance; Science Fiction,Morten Tyldum,5050630220618,Blu-ray,,28.58,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Pelle The Conqueror,151 mins,,,5060020624223,DVD,,47.54,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Pigs & Battleships,,,Shohei Imamura,5060000700329,DVD,Unopened,159.88,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Pirates Of The Caribbean: The Curse Of The Black Pearl,143 mins,Adventure; Comedy; Fantasy,Gore Verbinski,9398514000038,DVD,,16.43,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Ponyo,101 mins,Adventure; Animation; Anime; Family,Hayao Miyazaki,5055201811240,Blu-ray,,,None,eBay,No matching listings,
Preparez Vos Mouchoirs,108 mins,Comedy; Romance,Bertrand Blier,5027035005034,DVD,,123.52,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Pride & Prejudice,129 mins,Drama; Romance,Joe Wright,5050582391176,DVD,,5.65,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Pride And Prejudice,327 mins,Drama; Romance,Simon Langton,9317731157295,DVD,,24.97,Medium,eBay,3 listings,
Prisoners,153 mins,Psychological Drama; Thriller,Denis Villeneuve,5030305517663,Blu-ray,,46.04,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Prokofiev: War And Peace -- Paris Opera/Bertini,210 mins,Music; Opera,François Roussillon,5450270007776,DVD,,,None,eBay,No matching listings,
Prometheus,124 mins,Action; Horror; Science Fiction,Ridley Scott,5039036054188,Blu-ray 3D,Unopened,109.86,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Puccini: La Boheme -- Royal Opera House/Gardelli,118 mins,Music; Opera,Brian Large,745099922221,DVD,,33.69,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Puccini: Manon Lescaut -- Royal Opera House [dvd] [ntsc],130 mins,Music; Opera,Brian Large,5050466717429,DVD,,46.4,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Quand J'étais Chanteur-The Singer,112 mins,Comedy; Music; Romance,Xavier Giannoli,5021866360300,DVD,,18.98,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Quantum Of Solace,106 mins,Action; Adventure; Thriller,Marc Forster,9321337102740,DVD,,5.7,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Quatermass and the Pit- Blu-Ray & DVD,97 mins,Action; Adventure,,5055201815569,Blu-ray & DVD,Unopened,35.52,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
R. Strauss: Ariadne Auf Naxos [dvd] [1965],,,,5450270012176,DVD,,19.48,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
"Racconti Di Canterbury, I",112 mins,Comedy; Mystery; Romance,,5035673008386,DVD,,36.88,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Rain Man,133 mins,Drama,Barry Levinson,9321337153292,Blu-ray,Unopened,23.58,Low,eBay,1 listing,
Rain Shadow,326 mins,Drama,Shawn Seet; Fiona Banks,9398710798494,DVD,Unopened,11.64,High,eBay,5 listings,
Rake Series 2,482 mins,Crime; Drama,,9398711307886,Blu-ray,Unopened,12.0,Low,eBay,1 listing,
Rake Series 3,448 mins,Crime; Drama,Jessica Hobs; Jonathan Teplitzky; Rowan Woods; Kate Dennis,9398711508498,DVD,Unopened,24.29,Medium,eBay,No Brand New listings found. Estimated using used listings. (3 listings),
Rake Series 4,448 mins,Crime; Drama,,9398700000651,Blu-ray,Unopened,82.92,Low,eBay,1 listing,
Rake Series One Part One,228 mins,Crime; Drama,,9398711118697,DVD,,8.47,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Rake Series One Part Two,215 mins,Crime; Drama,Peter Duncan; Rachel Ward,9398711130996,DVD,,10.45,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
"Rameau - Les Paladins / Piau, Naouri, Lehtipuu, D'oustrac, Piolino, Schirrer, Gonzalez-Toroi, Christie, Paris Opera",,Opera,,809478009382,DVD,,35.24,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Ran,160 mins,Action; Drama; War,Akira Kurosawa,715515016827,DVD,,113.1,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Ran,160 mins,Action; Drama; War,Akira Kurosawa,5050582289305,DVD,,,None,eBay,No matching listings,
Rashômon,88 mins,Crime; Mystery; Thriller,Akira Kurosawa,5055201802088,DVD,,29.01,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Red,93 mins,Action; Comedy; Crime,Robert Schwentke,5030305514440,Blu-ray,,23.27,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Red,107 mins,,,5030305514433,DVD,Unopened,29.98,High,eBay,5 listings,
Red 2,,,,5030305517076,Blu-ray,Unopened,21.5,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Red Beard,185 mins,Drama,Akira Kurosawa,5706550034704,DVD,,,None,eBay,No matching listings,
Red Lion,,,,737187009693,DVD,,77.3,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Red River,133 mins,Action; Adventure; Western,Howard Hawks; Arthur Rosson,5060000701142,Blu-ray,,70.81,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Red Sorghum,91 mins,War,Yimou Zhang,5055159277549,DVD,Unopened,32.38,Medium,eBay,No Brand New listings found. Estimated using used listings. (4 listings),
Red Sun,,,,5014138300845,DVD,,46.78,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Repo Man,93 mins,Action; Comedy; Science Fiction,Alex Cox,5060000700701,Blu-ray,,109.23,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Return Of Martin Guerre,122 mins,Biography; Comedy; Mystery,Daniel Vigne,5027035003160,DVD,,19.9,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Return Of The One-Armed Swordsman,101 mins,Action; Adventure,Cheh Chang,883476013770,DVD,,43.93,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Revolution,,,Hugh Hudson,5035673011362,Blu-ray & DVD,Unopened,,None,eBay,No matching listings,
"Richard Strauss - Ariadne Auf Naxos / Magee, Mosuc, Sacca, Volle, Breedt, Von Dohnanyi, Guth",,Opera,,824121002381,DVD,,62.81,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Richard Wagner : Der Ring Des Nibelungen,,Music; Opera,,82564656333,Blu-ray,,,None,eBay,No matching listings,
Rise Of The Planet Of The Apes,105 mins,Action; Drama; Horror; Science Fiction,Rupert Wyatt,5039036048668,Blu-ray & DVD,,29.1,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Rising Sun,125 mins,Crime; Drama; Mystery; Thriller,Philip Kaufman,5039036032179,Blu-ray,,47.44,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Robin And Marian,104 mins,Action; Adventure; Drama; Romance,Richard Lester,5035822010338,DVD,Unopened,36.55,Medium,eBay,3 listings,
Robin Hood,140 mins,Action; Adventure; History,Ridley Scott,5050582766967,Blu-ray,,21.55,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Romeo Must Die,,,,7321900181280,DVD,Unopened,38.02,Medium,eBay,4 listings,
Romuald & Juliette,,,,5055201801074,DVD,Unopened,24.27,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Ronin - Definitive Edition [1998],116 mins,Crime; Drama,John Frankenheimer,5039036031547,DVD,,40.14,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Rumble Fish,,,,5060000700787,Blu-ray,Unopened,27.05,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Rumble In The Bronx,104 mins,Action; Adventure; Comedy; Thriller,Stanley Tong,9397911219593,DVD,,15.93,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Rust And Bone,120 mins,Drama; Mystery,Jacques Audiard,5055201822062,DVD,,24.27,Low,eBay,2 listings,
Saam Gwok Dzi Gin Lung Se Gap- 3 Kingdoms,102 mins,Action; Adventure; Drama; Foreign; History; War,Daniel Lee,5051429701776,Blu-ray,,66.87,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Salt,100 mins,Action; Thriller,Phillip Noyce,5035822831032,DVD,,35.01,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Sanbiki No Samurai-3 outlaw samurai,94 mins,Action; Drama; Foreign,Hideo Gosha,715515091312,DVD,,45.82,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Sanjuro,95 mins,Action; Adventure; Drama,Akira Kurosawa,5035673005828,DVD,,43.03,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Sansho Dayu,120 mins,Drama; Foreign; Martial Arts,Kenji Mizoguchi,5060000500325,DVD,,,None,eBay,No matching listings,
Saving Mr. Banks,125 mins,,,8717418419080,Blu-ray,Unopened,19.46,Medium,eBay,No Brand New listings found. Estimated using used listings. (3 listings),
Seraphim Falls,115 mins,Drama; War; Western,David Von Ancken,5051429101224,DVD,,23.27,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Seven Samurai,207 mins,Action; Drama; War,Akira Kurosawa,8716777923313,DVD,,,None,eBay,No matching listings,
Shang-Chi,,,,9398563635878,Blu-ray,,,None,eBay,No matching listings,
Shaolin,131 mins,Action; Adventure; Drama; Foreign; Martial Arts,Benny Chan,5060085366366,Blu-ray,,23.74,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Shaolin Soccer,85 mins,Action; Martial Arts,Stephen Chow,5060034571742,DVD,,44.83,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Sherlock Holmes,550 mins,Mystery,,5035673020401,DVD,,82.8,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Sherlock Holmes: A Game Of Shadows,129 mins,,,5051892074483,Blu-ray,Unopened,13.64,Low,eBay,No Brand New listings found. Estimated using used listings. (1 listing),
Sherlock Holmes: The Complete Granada Television Series,2580 mins,Crime; Drama; Mystery,Paul Annett; David Carson; Alan Grint; John Bruce,8436022310285,Blu-ray,,,None,eBay,No matching listings,
Silent Witness: Series 1,360 mins,Crime; Drama,Mike Barker; Ben Bolt,5014503197421,DVD,,60.14,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Silent Witness: Series 2,380 mins,Crime; Drama,Mike Barker; Ben Bolt,9397810135291,DVD,,17.0,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Simon Boccanegra,143 mins,Opera,,807280707397,DVD,,29.99,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Simon Boccanegra,135 mins,Music; Opera,Elijah Moshinsky,44007142394,DVD,,43.5,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Skyfall,143 mins,Action; Adventure; Thriller,Sam Mendes,5039036058353,Blu-ray,,46.96,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Soleil Rouge,112 mins,Action; Thriller; Western,Terence Young,5050582386943,DVD,,36.7,Low,eBay,2 listings,
Sorrow And The Pity,251 mins,Documentary; Foreign; History; War,Marcel Ophuls,5027035016221,Blu-ray,,69.77,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Source Code,93 mins,Action; Mystery; Science Fiction,Duncan Jones,5055201814371,Blu-ray,,26.58,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Sous Le Soleil De Satan,97 mins,Drama,Maurice Pialat,5060000402940,DVD,,88.36,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
South,80 mins,Adventure; Documentary,Frank Hurley,784148006130,DVD,,37.55,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Spiral: Series 5,650 mins,Drama; Mystery,Frédéric Jardin; Frédéric Balekdjian,5051561040399,DVD,,17.88,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Spirited Away,125 mins,Anime; Fantasy,Hayao Miyazaki; Kirk Wise,5055201827623,Blu-ray,,73.94,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Stanley Kubrick: Visionary Filmmaker Collection,1000 mins,Adult; Adventure; Documentary,Stanley Kubrick,5051892045308,Blu-ray,,187.94,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Star Wars Trilogy: A New Hope / The Empire Strikes Back / Return Of The Jedi,615 mins,Action; Adventure; Fantasy,George Lucas,9321337040455,DVD,,18.45,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Star Wars: Episode I: The Phantom Menace,133 mins,Action; Adventure; Science Fiction,George Lucas,9321337023526,DVD,,23.3,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Star Wars: Episode Ii: Attack Of The Clones,143 mins,Action; Adventure; Fantasy; Romance; Science Fiction,George Lucas,9321337031187,DVD,,6.65,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Star Wars: Episode Iii: Revenge Of The Sith,140 mins,Action; Adventure; Fantasy; Music; Science Fiction,George Lucas,5039036023238,DVD,,60.78,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Star Wars: Episode Vii: The Force Awakens,136 mins,Action; Adventure; Fantasy; Science Fiction,J.J. Abrams,9398542779074,Blu-ray,,8.97,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Star Wars: The Complete Saga,805 mins,Action; Adventure; Science Fiction,George Lucas,9321337130460,Blu-ray,,45.29,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
State Of Play,127 mins,Crime; Thriller,Kevin MacDonald,5050582702316,Blu-ray,,29.5,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Stick It,,,,9397911344295,DVD,,10.86,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Stieg Larssons Millennium Trilogy,540 mins,Action; Crime; Foreign; Horror,Niels Arden Oplev,5060116726237,Blu-ray,,47.07,High,eBay,Brand New listings removed. Estimated using used listings. (5 listings),
Stockinger Volume 1 (2 Disc),329 mins,Tvs,,9322225066953,DVD,Unopened,,None,eBay,No matching listings,
Stockinger: Volume Two,360 mins,Action; Comedy; Drama; Thriller,,5021456156696,DVD,,259.98,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Strauss: Rosenkavalier: Gwyneth Jones,186 mins,Comedy; Music; Opera,Karlheinz Hundorf,44007340721,DVD,,48.51,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Subway,104 mins,Crime; Drama; Romance; Thriller,Luc Besson,5055201808370,Blu-ray,Unopened,37.72,Medium,eBay,4 listings,
Suits: Season 1,527 mins,Comedy; Drama,Dennie Gordon; Kevin Bray,5050582892642,DVD,Unopened,10.09,Medium,eBay,No Brand New listings found. Estimated using used listings. (3 listings),
"Suits: Season 1, 2 & 3",,,,5050582975260,DVD,,28.43,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Suits: Season 2,696 mins,Comedy; Drama,Dennie Gordon; Kevin Bray; Norberto Barba; Kate Woods; Felix Enriquez Alcala; Tim Matheson; John Scott; Terry McDonough; Michael Smith; Jennifer Getzinger,5050582975260,DVD,,28.43,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Sviatoslav Richter: Piano: Mozart / Chopin,90 mins,Music,,899132000503,DVD,,53.42,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Sweeney Todd: The Demon Barber Of Fleet Street,116 mins,Crime; Musical; Thriller,Tim Burton,7321902211756,DVD,,26.37,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Sweet Bean,113 mins,Japanese; Drama,Naomi Kawase,5060000702231,Blu-ray & DVD,,,None,eBay,No matching listings,
Swordsman II,104 mins,Drama; Martial Arts,Siu-Tung Ching; Stanley Tong,5060034573470,DVD,Unopened,32.41,Low,eBay,No Brand New listings found. Estimated using used listings. (2 listings),
Taboo,86 mins,Action; Adult; Drama,Anders Engström; Kristoffer Nyholm,5055201837097,DVD,,35.41,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
Tai Chi Master,127 mins,Action; Adventure; Comedy,,601641659543,DVD,,41.84,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
Tais-Toi!,85 mins,Comedy; Crime,Francis Veber,5060093150094,DVD,,55.47,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
Taken,,,,5039036040419,Blu-ray,,22.49,Low,eBay,2 listings,
Tau Ming Chong - The Warlords,126 mins,Action; Foreign; History; War,Wai Man Yip; Peter Ho-Sun Chan,5055002554414,Blu-ray,,19.74,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Taxi Driver,113 mins,Crime; Drama; Thriller,Martin Scorsese,5035822001992,DVD,,35.82,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Ten Canoes,90 mins,Action; Adventure; Drama; History; War,Rolf De Heer; Peter Djigirr,9322225053472,DVD,,7.68,Medium,eBay,Brand New listings removed. Estimated using used listings. (3 listings),
Terminator 3: Rise Of The Machines,109 mins,Science Fiction; Thriller,Jonathan Mostow,9317731017490,DVD,,6.34,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
The Accountant,128 mins,Drama; Thriller; Crime; Action,Gavin O'Connor,9398700039477,Blu-ray,,13.23,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
The Adjustment Bureau,99 mins,Romance; Science Fiction; Thriller,George Nolfi,5050582823981,Blu-ray,Unopened,22.66,Low,eBay,2 listings,
The Age Of Innocence,132 mins,Drama; Romance,Martin Scorsese,5035822462632,DVD,,28.22,Medium,eBay,Brand New listings removed. Estimated using used listings. (4 listings),
The Avengers,143 mins,Action; Adventure; Science Fiction,Joss Whedon,8717418358549,Blu-ray,,32.32,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
The Avengers: Series 2 + Surviving Episodes From Series 1,1420 mins,Crime; Mystery,,9322225098121,DVD,,,None,eBay,No matching listings,
The Banquet,95 mins,Action; Drama,Sébastien Rose,5055002555237,Blu-ray,,45.22,Low,eBay,Brand New listings removed. Estimated using used listings. (1 listing),
The Barbarian Invasions,99 mins,Comedy; Drama; Foreign,Denys Arcand,5021866273303,DVD,,50.55,Low,eBay,Brand New listings removed. Estimated using used listings. (2 listings),
